Comments,Cleaned_Comments,Translated_Comments,Fully_Cleaned_Comments,Sentiment
200 ku vartha na movie <br><br>Bore adikala nallave irukku,ku vartha na movie brbrbore adikala nallave irukku,Ku Vartha on Movie Brbrbore Adikala Nallave Irukku,Ku Vartha on Movie Brbrbore Adikala Nallave Irukku,Neutral
புஷ்பா ❌ புஸ்வாணம் 😂,பஷப பஸவணம,Pashabha Pasavanama,Pashabha Pasavanama,Neutral
dai blue sattai ...that introduction japan scence is lead to 3 part da...nice film just now i watched film and came home....,dai blue sattai that introduction japan scence is lead to part danice film just now i watched film and came home,dai blue sattai that introduction japan scence is lead to part danice film just now i watched film and came home,dai blue sattai that introduction japan scence is lead to part danice film just now i watched film and came home,Neutral
5.49seriyana serupu adi😅🔥,seriyana serupu adi,Seriyana Serupu Adi,Seriyana Serupu Adi,Neutral
படத்துக்கு பாடல் மட்டுமே சுமார் படம் 🔥,படததகக படல மடடம சமர படம,Image,Image,Neutral
and it won the national award 😮,and it won the national award,and it won the national award,and it won the national award,Neutral
Bulu Sattai padam Mass than da ❤👍👌👏🙏🏼,bulu sattai padam mass than da,fur sattai goes out mass than da da,fur sattai goes out mass than da da,Neutral
"<a href=""https://www.youtube.com/watch?v=MDeOZdbSBCU&amp;t=404"">6:44</a> 😂",a href,and href,and href,Neutral
அகில உலக சூப்பர் ஸ்டார் நடிக்கும்  சூதுகவ்வும்2க்கு யாரேல்லாம் வேய்ட் பன்றிங்க 😅,அகல உலக சபபர ஸடர நடககம சதகவவமகக யரலலம வயட பனறஙக,Width World Wide Web,Width World Wide Web,Negative
Watching a review at 2:39 AM...😅😅😅,watching a review at am,watching a review at am,watching a review at am,Neutral
"Special offer 25% Off. Use Code &#39;EDUTT&#39; - <a href=""https://eduquest.courses/"">https://EduQuest.courses</a><br>Digital Marketing, Stock Market Courses from Experts. Call 8113 8113 95",special offer off use code edutt a href marketing stock market courses from experts call,special offer off use code edutt a href marketing stock market courses from experts call,special offer off use code edutt a href marketing stock market courses from experts call,Positive
Expected review 😂😂😂😂😂😂😂,expected review,expected review,expected review,Negative
Motha  padathaiyum hero thangi thangi  orupakkam sidu  vaangiruchu 😉😉,motha padathaiyum hero thangi thangi orupakkam sidu vaangiruchu,Motha solid hayum hero Thangi Thangi Orupakkam Sidu Vaangiruchu,Motha solid hayum hero Thangi Thangi Orupakkam Sidu Vaangiruchu,Neutral
புஷ்பா 2 😢 தேவையில்லாத ஆணி,பஷப தவயலலத ஆண,Pashabha Tavaiyalatha Order,Pashabha Tavaiyalatha Order,Neutral
pusha 2 mokka movie dumb this movie,pusha mokka movie dumb this movie,PUSHA MOKKA Movie Dumb this Movie,PUSHA MOKKA Movie Dumb this Movie,Negative
Night shift pathukite yar yar review ketkura 😅😅😅,night shift pathukite yar yar review ketkura,Night Shift Pathukite Yar Yar Review Ketkura,Night Shift Pathukite Yar Yar Review Ketkura,Neutral
"<a href=""https://www.youtube.com/watch?v=MDeOZdbSBCU&amp;t=630"">10:30</a> ku poi <a href=""https://www.youtube.com/watch?v=MDeOZdbSBCU&amp;t=150"">2:30</a> ku dha broo padatha mudikiran ...evalo neram da padam yaabaa😢😢",a href ku poi a href ku dha broo padatha mudikiran evalo neram da padam yaabaa,a HREF POI POI ON THE BRO PORO PANDATHA EXAR,a HREF POI POI ON THE BRO PORO PANDATHA EXAR,Neutral
Idhuki dhan kaathunu irundhom,idhuki dhan kaathunu irundhom,the idhuku all kathhum irunhom,the idhuku all kathhum irunhom,Neutral
Part 3 la pushpa kkum srivallikkum pushpavalli nu oru paiya porandhu sandhana mara kottaya kadathuvaru waiting for pushpa 3😂😂😂😂😂,part la pushpa kkum srivallikkum pushpavalli nu oru paiya porandhu sandhana mara kottaya kadathuvaru waiting for pushpa,part la pushpa kkum srivallikkum pushpavalli nu oru paiya porandhu sandhana mara kottaya kadathuvaru waiting for pushpa,part la pushpa kkum srivallikkum pushpavalli nu oru paiya porandhu sandhana mara kottaya kadathuvaru waiting for pushpa,Neutral
Appo padam hitttt tha 🔥🔥🔥,appo padam hitttt tha,appo padam hitttt tha,appo padam hitttt tha,Neutral
மொத்தத்துல என்ன சொல்ல வர்றேன்னா ஒரு டைம் பார்க்கலாம் 👍😊,மததததல எனன சலல வரறனன ஒர டம பரககலம,Religion,Religion,Neutral
Ippa than movie paathudu vanthen nalla ahh than iruku 🔥,ippa than movie paathudu vanthen nalla ahh than iruku,ippa than Movie Paathuutu vanthe teddy tan ahh than iruku,ippa than Movie Paathuutu vanthe teddy tan ahh than iruku,Neutral
Suriya sir &amp; allu arjun ❤,suriya sir amp allu arjun,Syria Sir Amp Allu Arjun,Syria Sir Amp Allu Arjun,Neutral
Perfect review Anna 😊,perfect review anna,perfect review anna,perfect review anna,Positive
5.52😂😂😂 தமிழ் படம் 😂😂😂,தமழ படம,Debris,Debris,Neutral
யாரெல்லாம் புஷ்பா 2க்கு  உண்மை யான வில்லன்  Blue sattai தான் னு நினைக்குறீங்க😂,யரலலம பஷப கக உணம யன வலலன blue sattai தன ன நனககறஙக,Blue Sattai,Blue Sattai,Neutral
தளபதி நட்பனி மன்றம் சார்பாக புளூ சட்டைக்கு வாழ்த்துக்கள் 😅,தளபத நடபன மனறம சரபக பள சடடகக வழததககள,Commander -in -Chief,Commander in Chief,Neutral
"First part is not just build-up.. it covers smuggling, prestige, ego, self-confidence, and self-respect in spite of facing numerous insults due to illegal birth. First part was a solid film, and both Allu Arjun and Fahadh Faasil neck-to-neck competition in acting... A bit sad that Pusha-2 doesn&#39;t live up to the expectation and depends mostly on build-ups...",first part is not just buildup it covers smuggling prestige ego selfconfidence and selfrespect in spite of facing numerous insults due to illegal birth first part was a solid film and both allu arjun and fahadh faasil necktoneck competition in acting a bit sad that pusha doesnt live up to the expectation and depends mostly on buildups,first part is not just buildup it covers smuggling prestige ego selfconfidence and selfrespect in spite of facing numerous insults due to illegal birth first part was a solid film and both allu arjun and fahadh faasil necktoneck competition in acting a bit sad that pusha doesnt live up to the expectation and depends mostly on buildups,first part is not just buildup it covers smuggling prestige ego selfconfidence and selfrespect in spite of facing numerous insults due to illegal birth first part was a solid film and both allu arjun and fahadh faasil necktoneck competition in acting a bit sad that pusha doesnt live up to the expectation and depends mostly on buildups,Positive
Pushpaaa😂,pushpaaa,Pushpaaa,Pushpaaa,Neutral
Comment patha than teriuthu. Oru payalum thoongarathilla nu 😂😂,comment patha than teriuthu oru payalum thoongarathilla nu,comment patha than teriuthu oru payalum thoongarathilla nu,comment patha than teriuthu oru payalum thoongarathilla nu,Neutral
ஆண்ட்டி இந்தியன் படத்தை இதுவரை பார்க்காத ரசிகர்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துகள் 😂😂,ஆணடட இநதயன படதத இதவர பரககத ரசகரகள சரபக படம வறறயடய வழததகள,The image of the film is not the same as the image of the film.,The image of the film is not the same as the image of the film,Neutral
இந்தா வந்துட்டான் நம்ம தலைவன் எவ்ளோ நேரம்ய்யா காத்திருக்க.,இநத வநதடடன நமம தலவன எவள நரமயய கததரகக,This is the most important thing to do.,This is the most important thing to do,Positive
Waate Movie....Time Waste,waate movietime waste,Waate Movietime Waste,Waate Movietime Waste,Negative
புறா வுக்கு போரா 😅😅,பற வகக பர,Birds,Birds,Neutral
"Movie is very entertainment 🔥 <br>Story is ok<br>Screenplay is good, but too much length <br>Mass elements and bgm very good <br>Fight sequence is best <br>Totally illogical movie <br>But good entertainment movie 🔥",movie is very entertainment brstory is okbrscreenplay is good but too much length brmass elements and bgm very good brfight sequence is best brtotally illogical movie brbut good entertainment movie,movie is very entertainment brstory is okbrscreenplay is good but too much length brmass elements and bgm very good brfight sequence is best brtotally illogical movie brbut good entertainment movie,movie is very entertainment brstory is okbrscreenplay is good but too much length brmass elements and bgm very good brfight sequence is best brtotally illogical movie brbut good entertainment movie,Positive
Romba puthusa irukku Anne😂😂,romba puthusa irukku anne,Romba Putthusa Irukki Anne,Romba Putthusa Irukki Anne,Neutral
Work from home 🏡😂,work from home,work from home,work from home,Neutral
Nightu 2 15 maniku review vidura alu nee mattum thaney 💀,nightu maniku review vidura alu nee mattum thaney,Nighthu Maniki Review Vidura Alu Nee Mattum Thaney,Nighthu Maniki Review Vidura Alu Nee Mattum Thaney,Neutral
இப்பதான் படம் பார்த்துட்டு வாரம் உங்க ரிவீவ்,இபபதன படம பரததடட வரம உஙக ரவவ,This is a picture of you,This is a picture of you,Neutral
Pushpa 2 🔥 Allu Arjun and Fahad Fasil rocked 🔥,pushpa allu arjun and fahad fasil rocked,Pushpa Allu Arjun and Fahad Fasil Rocked,Pushpa Allu Arjun and Fahad Fasil Rocked,Neutral
"review pakamaye video vanthathum comment poduvor sangam<a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw""></a>",review pakamaye video vanthathum comment poduvor sangama hrefuckszuwhgymbdvujgemfyujpsxknapgamaeaa hrefuckszuwhgymbdvujggfxp_zkjkgsdriwcwa,Review Pakamaye Video VanTHthum Comment Meador Sangama Hrefuckszuwhgymbdvujggyujsxknapgamaeaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahyhymbdvujgfxp_zkjkgsdriwcw.,Review Pakamaye Video VanTHthum Comment Meador Sangama Hrefuckszuwhgymbdvujggyujsxknapgamaeaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahyhymbdvujgfxpzkjkgsdriwcw,Neutral
"Padam <a href=""https://www.youtube.com/watch?v=MDeOZdbSBCU&amp;t=200"">3:20</a> hours motham <a href=""https://www.youtube.com/watch?v=MDeOZdbSBCU&amp;t=215"">3:35</a> hours aayiduchuda. Dei 🥲",padam a href hours motham a href hours aayiduchuda dei,padam a href hours motham a href hours aayiduchuda dei,padam a href hours motham a href hours aayiduchuda dei,Neutral
"<a href=""https://www.youtube.com/watch?v=MDeOZdbSBCU&amp;t=194"">3:14</a> vivegam intro maari iruke 😂😛",a href vivegam intro maari iruke,a href vivegam intro maari iruke,a href vivegam intro maari iruke,Neutral
